
---------- Begin Simulation Statistics ----------
simSeconds                                   0.019643                       # Number of seconds simulated (Second)
simTicks                                  19642588500                       # Number of ticks simulated (Tick)
finalTick                                 19642588500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    233.86                       # Real time elapsed on the host (Second)
hostTickRate                                 83992978                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8559796                       # Number of bytes of host memory used (Byte)
simInsts                                     57085217                       # Number of instructions simulated (Count)
simOps                                      105801507                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   244100                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     452414                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                         39285178                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.688185                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.453098                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       106875782                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      199                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      125280202                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5955                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1074468                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1640279                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 109                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            39160100                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.199180                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              3.132170                       # Number of insts issued each cycle (Count)
system.cpu.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  19642588500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  19642588500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.executeStats0.numInsts           125163293                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches          8144460                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts        34842104                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts         160353                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            3.186018                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads       40779781                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites      48875883                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads       49128848                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites      48706905                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads     101197935                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites     41233373                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs          35002457                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads     51297054                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches            8261548                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                      38835077                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                   89082                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  636                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          4351                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.cacheLines                    185347                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                  1540                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples           39160100                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              2.760893                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.344575                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 22013252     56.21%     56.21% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                   307766      0.79%     57.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                   290466      0.74%     57.74% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                   245917      0.63%     58.37% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                   230550      0.59%     58.96% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                  7588485     19.38%     78.34% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                    82826      0.21%     78.55% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                    77876      0.20%     78.75% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  8322962     21.25%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             39160100                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts              58329166                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.484763                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches            8283702                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.210861                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles       275495                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.icache.demandHits::cpu.inst         183206                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total            183206                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst        183206                       # number of overall hits (Count)
system.cpu.icache.overallHits::total           183206                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         2141                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            2141                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         2141                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           2141                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    159294000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    159294000                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    159294000                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    159294000                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst       185347                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total        185347                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst       185347                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total       185347                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.011551                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.011551                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.011551                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.011551                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 74401.681457                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 74401.681457                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 74401.681457                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 74401.681457                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          237                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            2                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs     118.500000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks          270                       # number of writebacks (Count)
system.cpu.icache.writebacks::total               270                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          535                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           535                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          535                       # number of overall MSHR hits (Count)
