
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000331                       # Number of seconds simulated (Second)
simTicks                                    330631500                       # Number of ticks simulated (Tick)
finalTick                                   330631500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      6.92                       # Real time elapsed on the host (Second)
hostTickRate                                 47802051                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8603984                       # Number of bytes of host memory used (Byte)
simInsts                                      1692866                       # Number of instructions simulated (Count)
simOps                                        2881846                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   244747                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     416645                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                          660489                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.780320                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.281525                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        1576906                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                      66                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       1530727                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   715                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              136049                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           272983                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples             531343                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.880864                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.729431                       # Number of insts issued each cycle (Count)
system.cpu0.lsq0.loadToUse::210-219                65      0.03%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229                27      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239                 9      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249                14      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259                14      0.01%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269                 4      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279                 3      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289                 3      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299                 5      0.00%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows              38      0.02%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             702                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total              224637                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                 236989                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                  57388                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                      339                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                       68                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                  23062                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                      548                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON    330631500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                  4172                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                   93797                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                 112933                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles          2059                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                   237579                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles                80803                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts               1605531                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                 1640                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                  5927                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                   986                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents                 64828                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.renamedOperands            3157761                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                    5929249                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                 1752933                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                    21446                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps              2856454                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                  301307                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                     73                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing                 58                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                   159460                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                         1972287                       # The number of ROB reads (Count)
system.cpu0.rob.writes                        3170656                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                  846433                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                   1440923                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   34                       # Number of system calls (Count)
system.cpu1.numCycles                          661264                       # Number of cpu cycles simulated (Cycle)
system.cpu1.cpi                              0.781236                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu1.ipc                              1.280023                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                        1576307                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                      66                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                       1530274                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                   697                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined              135444                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined           272305                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved                 30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples             531489                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              2.879220                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             2.729179                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                   196242     36.92%     36.92% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                    29661      5.58%     42.50% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                    37338      7.03%     49.53% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                    45835      8.62%     58.15% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                    26126      4.92%     63.07% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                    93164     17.53%     80.60% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                    14683      2.76%     83.36% # Number of insts issued each cycle (Count)
